GCA_000143395.3, Atta cephalotes, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Formicoidea, Formicidae, Myrmicinae, Attini, Atta
GCA_000313835.2, Heliconius melpomene melpomene, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera, Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Papilionoidea, Nymphalidae, Heliconiinae, Heliconiini, Heliconius, Heliconius melpomene
GCA_000671755.1, Glossina brevipalpis, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Calyptratae, Hippoboscoidea, Glossinidae, Glossina, Austenina
GCA_000931545.1, Papilio glaucus, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera, Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Papilionoidea, Papilionidae, Papilioninae, Papilionini, Papilio, Pterourus
GCA_001278395.1, Lerema accius, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera, Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Hesperioidea, Hesperiidae, Hesperiinae, Hesperiini, Lerema
GCA_001586405.1, Phoebis sennae, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera, Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Papilionoidea, Pieridae, Coliadinae, Phoebis
GCA_001625245.1, Calycopis cecrops, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera, Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Papilionoidea, Lycaenidae, Theclinae, Eumaeini, Calycopis
GCA_002093875.1, Calopteryx splendens, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Palaeoptera, Odonata, Zygoptera, Calopterygoidea, Calopterygidae, Calopteryx
GCA_002192655.3, Mamestra configurata, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera, Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Noctuoidea, Noctuidae, Hadeninae, Mamestra
GCA_002237135.4, Teleopsis dalmanni, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Diopsoidea, Diopsidae, Teleopsis
GCA_002926335.1, Timema cristinae, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Polyneoptera, Phasmatodea, Timematodea, Timematoidea, Timematidae, Timema
GCA_003086615.1, Drosophila montana, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae, Drosophilinae, Drosophilini, Drosophila, Drosophila, virilis group
GCA_003118335.3, Papilio memnon, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera, Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Papilionoidea, Papilionidae, Papilioninae, Papilionini, Papilio
GCA_003261595.1, Maconellicoccus hirsutus, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Paraneoptera, Hemiptera, Sternorrhyncha, Coccoidea, Pseudococcidae, Maconellicoccus
GCA_003595255.1, Solenopsis fugax, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Formicoidea, Formicidae, Myrmicinae, Solenopsidini, Solenopsis
GCA_003671415.1, Megathymus violae, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera, Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Hesperioidea, Hesperiidae, Hesperiinae, Megathymini, Megathymus
GCA_003952975.1, Scaptomyza flava, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae, Drosophilinae, Drosophilini, Scaptomyza, Scaptomyza
GCA_004026295.1, Diptera sp. S2_005_002R2, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, unclassified Diptera
GCA_004143645.1, Protaetia brevitarsis, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Coleoptera, Polyphaga, Scarabaeiformia, Scarabaeoidea, Scarabaeidae, Cetoniinae, Protaetia, Liocola
GCA_004143765.1, Drosophila melanica, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae, Drosophilinae, Drosophilini, Drosophila, Drosophila, melanica group
GCA_004143805.1, Drosophila robusta, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae, Drosophilinae, Drosophilini, Drosophila, Drosophila, robusta group, robusta subgroup
GCA_004143825.1, Drosophila micromelanica, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae, Drosophilinae, Drosophilini, Drosophila, Drosophila, melanica group
GCA_004143845.1, Drosophila lacertosa, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae, Drosophilinae, Drosophilini, Drosophila, Drosophila, robusta group, lacertosa subgroup
GCA_004149445.1, Drosophila nigromelanica, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae, Drosophilinae, Drosophilini, Drosophila, Drosophila, melanica group
GCA_004302925.2, Cochliomyia hominivorax, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Calyptratae, Oestroidea, Calliphoridae, Chrysomyinae, Chrysomyini, Cochliomyia
GCA_004307685.1, Ceratina australensis, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Apoidea, Anthophila, Apidae, Xylocopinae, Ceratinini, Ceratina, Neoceratina
GCA_004480015.1, Atta texana, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Formicoidea, Formicidae, Myrmicinae, Attini, Atta
GCA_004785975.1, Popillia japonica, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Coleoptera, Polyphaga, Scarabaeiformia, Scarabaeoidea, Scarabaeidae, Rutelinae, Popillia
GCA_004794745.1, Temnothorax longispinosus, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Formicoidea, Formicidae, Myrmicinae, Crematogastrini, Temnothorax
GCA_005876895.1, Drosophila azteca, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae, Drosophilinae, Drosophilini, Drosophila, Sophophora, obscura group, affinis subgroup
GCA_005876975.1, Drosophila orena, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae, Drosophilinae, Drosophilini, Drosophila, Sophophora, melanogaster group, melanogaster subgroup
GCA_005889595.1, Drosophila neonasuta, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae, Drosophilinae, Drosophilini, Drosophila, Drosophila, immigrans group, nasuta subgroup
GCA_005959815.1, Sarcophaga bullata, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Calyptratae, Oestroidea, Sarcophagidae, Sarcophaginae, Sarcophaga, Neobellieria
GCA_007018985.1, Anopheles bwambae, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Nematocera, Culicomorpha, Culicoidea, Culicidae, Anophelinae, Anopheles, Cellia, Pyretophorus, gambiae species complex
GCA_008042475.1, Drosophila kanapiae, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae, Drosophilinae, Drosophilini, Drosophila, Sophophora, melanogaster group, montium subgroup
GCA_008973525.1, Stenopsyche tienmushanensis, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Amphiesmenoptera, Trichoptera, Annulipalpia, Philopotamoidea, Stenopsychidae, Stenopsychinae, Stenopsyche
GCA_009852465.2, Alaus oculatus, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Coleoptera, Polyphaga, Elateriformia, Elateroidea, Elateridae, Agrypninae, Hemirhipini, Alaus
GCA_010091895.2, Chrysina resplendens, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Coleoptera, Polyphaga, Scarabaeiformia, Scarabaeoidea, Scarabaeidae, Rutelinae, Chrysina
GCA_011634745.2, Catotricha subobsoleta, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Nematocera, Bibionomorpha, Sciaroidea, Cecidomyiidae, Catotrichinae, Catotricha
GCA_011636585.1, Tetramorium immigrans, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Formicoidea, Formicidae, Myrmicinae, Tetramoriini, Tetramorium
GCA_011636635.1, Tetramorium simillimum, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Formicoidea, Formicidae, Myrmicinae, Tetramoriini, Tetramorium
GCA_011638315.1, Tetramorium parvispinum, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Formicoidea, Formicidae, Myrmicinae, Tetramoriini, Tetramorium
GCA_013421045.1, Propylea japonica, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Coleoptera, Polyphaga, Cucujiformia, Coccinelloidea, Coccinellidae, Coccinellinae, Coccinellini, Propylea
GCA_016171315.1, Anopheles sp. NFL-2015, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Nematocera, Culicomorpha, Culicoidea, Culicidae, Anophelinae, Anopheles, unclassified Anopheles
GCA_016648135.1, Agrypnia vestita, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Amphiesmenoptera, Trichoptera, Integripalpia, Plenitentoria, Phryganeoidea, Phryganeidae, Phryganeinae, Agrypnia
GCA_016801865.2, Culex pipiens pallens, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Nematocera, Culicomorpha, Culicoidea, Culicidae, Culicinae, Culicini, Culex, Culex, Culex pipiens complex, Culex pipiens
GCA_025447835.1, Labidoglobus nevermanni, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Coleoptera, Polyphaga, Staphyliniformia, Staphylinoidea, Staphylinidae, Tachyporinae group, Aleocharinae, Mimecitini, Labidoglobus